"","precinct","AlexanderHernandez","AlexanderHernandez_AbsenteebyMail","AlexanderHernandez_AdvanceinPerson","AlexanderHernandez_ElectionDay","AlexanderHernandez_Provisional","AmyKremer","AmyKremer_AbsenteebyMail","AmyKremer_AdvanceinPerson","AmyKremer_ElectionDay","AmyKremer_Provisional","AndrePollard","AndrePollard_AbsenteebyMail","AndrePollard_AdvanceinPerson","AndrePollard_ElectionDay","AndrePollard_Provisional","BobGray","BobGray_AbsenteebyMail","BobGray_AdvanceinPerson","BobGray_ElectionDay","BobGray_Provisional","BruceLevell","BruceLevell_AbsenteebyMail","BruceLevell_AdvanceinPerson","BruceLevell_ElectionDay","BruceLevell_Provisional","DEM","DEM_AbsenteebyMail","DEM_AdvanceinPerson","DEM_ElectionDay","DEM_Provisional","DanMoody","DanMoody_AbsenteebyMail","DanMoody_AdvanceinPerson","DanMoody_ElectionDay","DanMoody_Provisional","DavidAbroms","DavidAbroms_AbsenteebyMail","DavidAbroms_AdvanceinPerson","DavidAbroms_ElectionDay","DavidAbroms_Provisional","IND","IND_AbsenteebyMail","IND_AdvanceinPerson","IND_ElectionDay","IND_Provisional","JonOssoff","JonOssoff_AbsenteebyMail","JonOssoff_AdvanceinPerson","JonOssoff_ElectionDay","JonOssoff_Provisional","JudsonHill","JudsonHill_AbsenteebyMail","JudsonHill_AdvanceinPerson","JudsonHill_ElectionDay","JudsonHill_Provisional","KarenHandel","KarenHandel_AbsenteebyMail","KarenHandel_AdvanceinPerson","KarenHandel_ElectionDay","KarenHandel_Provisional","KeithGrawert","KeithGrawert_AbsenteebyMail","KeithGrawert_AdvanceinPerson","KeithGrawert_ElectionDay","KeithGrawert_Provisional","KurtWilson","KurtWilson_AbsenteebyMail","KurtWilson_AdvanceinPerson","KurtWilson_ElectionDay","KurtWilson_Provisional","MohammadAliBhuiyan","MohammadAliBhuiyan_AbsenteebyMail","MohammadAliBhuiyan_AdvanceinPerson","MohammadAliBhuiyan_ElectionDay","MohammadAliBhuiyan_Provisional","REP","REP_AbsenteebyMail","REP_AdvanceinPerson","REP_ElectionDay","REP_Provisional","RaginEdwards","RaginEdwards_AbsenteebyMail","RaginEdwards_AdvanceinPerson","RaginEdwards_ElectionDay","RaginEdwards_Provisional","RebeccaQuigg","RebeccaQuigg_AbsenteebyMail","RebeccaQuigg_AdvanceinPerson","RebeccaQuigg_ElectionDay","RebeccaQuigg_Provisional","RichardKeatley","RichardKeatley_AbsenteebyMail","RichardKeatley_AdvanceinPerson","RichardKeatley_ElectionDay","RichardKeatley_Provisional","RonSlotin","RonSlotin_AbsenteebyMail","RonSlotin_AdvanceinPerson","RonSlotin_ElectionDay","RonSlotin_Provisional","WilliamLlop","WilliamLlop_AbsenteebyMail","WilliamLlop_AdvanceinPerson","WilliamLlop_ElectionDay","WilliamLlop_Provisional","ballotsCast","totalVoters","COUNTY","PRECINCTS","IDRV","DRV","BC_TV","IDRV_BC","IDRV_TV","DRV_BC","DRV_TV","DEM_IDRV","DEM_DRV","DEM_BC","DEM_TV","REP_IDRV","REP_DRV","REP_BC","REP_TV","DPW","RPW","IPW"
"1","Addison 01",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,142,0,11,131,0,1,0,0,1,0,453,18,92,342,1,67,2,10,55,0,6,0,0,6,0,0,0,0,0,0,447,17,91,338,1,130,1,14,115,0,180,4,23,153,0,2,0,0,2,0,6,0,1,5,0,2,0,0,2,0,539,7,59,473,0,1,1,0,0,0,3,0,0,3,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,992,2155,"Cobb",1,992,992,46.0324825986079,100,46.0324825986079,100,46.0324825986079,45.6653225806452,45.6653225806452,45.6653225806452,21.0208816705336,54.3346774193548,54.3346774193548,54.3346774193548,25.0116009280742,0,0,0
"2","Bells Ferry 02",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,7,13,160,0,0,0,0,0,0,505,44,95,366,0,76,0,10,66,0,16,0,0,16,0,1,0,0,1,0,495,43,91,361,0,108,3,5,100,0,201,2,21,178,0,2,0,0,2,0,5,0,1,4,0,3,2,0,1,0,591,14,50,527,0,6,1,1,4,0,2,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1100,2656,"Cobb",1,1097,1096,41.4156626506024,99.7272727272727,41.3027108433735,99.6363636363636,41.2650602409639,46.0346399270738,46.0766423357664,45.9090909090909,19.0135542168675,53.8742023701003,53.9233576642336,53.7272727272727,22.2515060240964,0,0,0
"3","Bells Ferry 03",2,0,0,2,0,5,0,0,5,0,1,0,0,1,0,255,7,14,234,0,2,0,0,2,0,780,40,155,582,3,139,6,17,116,0,26,0,1,25,0,3,0,0,3,0,766,39,151,573,3,178,5,6,166,1,385,4,15,366,0,7,1,0,6,0,3,0,1,2,0,2,0,0,2,0,1003,23,54,925,1,2,0,1,1,0,6,0,2,4,0,3,0,1,2,0,3,1,0,2,0,1,0,0,1,0,1788,5182,"Cobb",1,1786,1783,34.5040524893863,99.8881431767338,34.4654573523736,99.7203579418345,34.4075646468545,43.6730123180291,43.7464946719013,43.6241610738255,15.0521034349672,56.1590145576708,56.2535053280987,56.0961968680089,19.3554612118873,0,0,0
"4","Blackwell 01",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,125,2,4,119,0,3,0,0,3,0,478,16,115,346,1,81,2,11,68,0,12,0,0,12,0,0,0,0,0,0,477,16,115,345,1,92,8,5,79,0,173,1,9,163,0,2,0,0,2,0,3,0,0,3,0,1,0,0,1,0,494,13,29,452,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,2327,"Cobb",1,972,972,41.813493768801,99.8972250770812,41.7705199828105,99.8972250770812,41.7705199828105,49.1769547325103,49.1769547325103,49.1264131551901,20.5414697034809,50.8230452674897,50.8230452674897,50.7708119218911,21.2290502793296,0,0,0
"5","Chattahoochee 01",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0,4,10,0,0,0,0,0,0,410,17,118,272,3,15,0,4,11,0,1,0,0,1,0,0,0,0,0,0,401,15,116,267,3,19,0,4,15,0,36,0,16,20,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,89,0,29,60,0,4,1,0,3,0,2,1,1,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,499,2464,"Cobb",1,499,499,20.2516233766234,100,20.2516233766234,100,20.2516233766234,82.1643286573146,82.1643286573146,82.1643286573146,16.6396103896104,17.8356713426854,17.8356713426854,17.8356713426854,3.61201298701299,0,0,0
"6","Chestnut Ridge 01",0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,222,5,30,187,0,6,0,0,6,0,586,46,156,384,0,83,1,13,69,0,14,0,0,14,0,0,0,0,0,0,575,46,151,378,0,404,8,57,338,1,305,3,33,269,0,4,0,0,4,0,10,0,0,10,0,1,0,0,1,0,1055,17,133,904,1,4,0,2,2,0,4,0,3,1,0,1,0,0,1,0,2,0,0,2,0,3,0,0,3,0,1644,2829,"Cobb",1,1641,1641,58.1124072110286,99.8175182481752,58.0063626723224,99.8175182481752,58.0063626723224,35.7099329677026,35.7099329677026,35.6447688564477,20.7140332272888,64.2900670322974,64.2900670322974,64.1727493917275,37.2923294450336,0,0,0
"7","Davis 01",1,0,1,0,0,6,0,0,6,0,0,0,0,0,0,130,0,9,121,0,1,0,0,1,0,357,26,55,275,1,60,1,3,56,0,6,0,0,6,0,1,0,1,0,0,351,26,54,270,1,88,3,5,80,0,163,2,11,150,0,2,0,0,2,0,5,0,0,5,0,2,0,1,1,0,466,6,29,431,0,2,0,0,2,0,2,0,0,2,0,1,0,0,1,0,1,0,1,0,0,3,0,0,3,0,826,1804,"Cobb",1,824,823,45.7871396895787,99.7578692493947,45.6762749445676,99.636803874092,45.6208425720621,43.3252427184466,43.3778857837181,43.2203389830508,19.7893569844789,56.5533980582524,56.6221142162819,56.4164648910412,25.8314855875831,0,0,0
"8","Dickerson 01",0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,134,1,24,109,0,2,0,0,2,0,579,56,195,327,1,87,2,22,63,0,13,0,6,7,0,1,0,0,1,0,577,56,195,325,1,312,9,51,252,0,240,2,40,198,0,2,0,0,2,0,14,0,0,14,0,5,0,1,4,0,810,14,144,652,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1393,2608,"Cobb",1,1390,1389,53.4125766871166,99.7846374730797,53.2975460122699,99.7128499641062,53.2592024539877,41.6546762589928,41.6846652267819,41.564967695621,22.2009202453988,58.273381294964,58.3153347732181,58.1478822684853,31.058282208589,0,0,0
"9","Dodgen 01",0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,123,4,25,93,1,0,0,0,0,0,391,32,104,252,3,54,0,13,41,0,8,0,2,6,0,0,0,0,0,0,389,31,104,251,3,275,11,45,219,0,186,4,37,145,0,2,0,0,2,0,3,0,0,3,0,1,0,1,0,0,655,19,123,512,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,1918,"Cobb",1,1046,1046,54.7445255474453,99.6190476190476,54.5359749739312,99.6190476190476,54.5359749739312,37.3804971319312,37.3804971319312,37.2380952380952,20.385818561001,62.6195028680688,62.6195028680688,62.3809523809524,34.1501564129301,0,0,0
"10","East Piedmont 01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,28,0,0,0,0,0,0,41,1,12,28,0,15,0,0,15,0,2,0,1,1,0,0,0,0,0,0,40,1,12,27,0,14,0,4,10,0,34,0,2,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,9,85,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,303,"Cobb",1,136,136,44.8844884488449,100,44.8844884488449,100,44.8844884488449,30.1470588235294,30.1470588235294,30.1470588235294,13.5313531353135,69.8529411764706,69.8529411764706,69.8529411764706,31.3531353135314,0,0,0
"11","Eastside 01",1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,160,9,29,122,0,2,0,0,2,0,614,46,245,323,0,96,5,39,52,0,10,0,2,8,0,1,0,1,0,0,610,46,242,322,0,382,8,99,275,0,227,2,64,161,0,1,0,0,1,0,4,0,0,4,0,3,0,1,2,0,888,24,234,630,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,1505,2740,"Cobb",1,1503,1502,54.9270072992701,99.8671096345515,54.8540145985401,99.8006644518272,54.8175182481752,40.851630073187,40.878828229028,40.797342192691,22.4087591240876,59.0818363273453,59.121171770972,59.0033222591362,32.4087591240876,0,0,0
"12","Eastside 02",0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,241,3,54,184,0,0,0,0,0,0,803,49,292,459,3,133,3,25,105,0,25,0,8,17,0,2,0,0,2,0,789,49,284,453,3,406,6,93,306,1,383,6,68,308,1,7,0,2,5,0,3,2,0,1,0,2,0,1,1,0,1204,20,253,929,2,4,0,3,1,0,4,0,2,2,0,3,0,1,2,0,3,0,2,1,0,2,0,2,0,0,2010,3687,"Cobb",1,2009,2007,54.5158665581774,99.9502487562189,54.4887442365066,99.8507462686567,54.4344995931652,39.9701343952215,40.0099651220727,39.9502487562189,21.7792243016002,59.9303135888502,59.9900348779273,59.9004975124378,32.655275291565,0,0,0
"13","Elizabeth 02",1,0,0,1,0,4,0,2,2,0,0,0,0,0,0,132,1,11,120,0,2,1,0,1,0,388,29,92,266,1,73,0,22,51,0,9,0,1,8,0,1,0,0,1,0,378,28,90,259,1,115,4,21,90,0,181,2,26,153,0,3,0,1,2,0,6,0,2,4,0,2,0,0,2,0,528,8,86,434,0,4,1,1,2,0,4,0,1,3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,917,2145,"Cobb",1,917,916,42.7505827505828,100,42.7505827505828,99.8909487459106,42.7039627039627,42.3118865866957,42.3580786026201,42.3118865866957,18.0885780885781,57.5790621592148,57.6419213973799,57.5790621592148,24.6153846153846,0,0,0
"14","Elizabeth 03",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,182,1,22,159,0,1,0,0,1,0,463,46,152,260,5,97,4,23,68,2,7,0,1,6,0,0,0,0,0,0,454,44,150,255,5,186,12,33,141,0,198,5,26,167,0,2,0,0,2,0,4,0,0,4,0,1,0,1,0,0,683,22,106,553,2,5,0,2,3,0,3,2,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,1151,2440,"Cobb",1,1146,1146,47.172131147541,99.5655951346655,46.9672131147541,99.5655951346655,46.9672131147541,40.4013961605585,40.4013961605585,40.2258905299739,18.9754098360656,59.5986038394415,59.5986038394415,59.3397046046916,27.9918032786885,0,0,0
"15","Elizabeth 04",0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,87,1,11,75,0,1,0,0,1,0,561,29,139,390,3,63,0,7,55,1,9,0,2,7,0,1,0,0,1,0,542,28,132,379,3,95,1,18,76,0,148,4,21,123,0,3,0,1,2,0,10,0,2,8,0,1,0,0,1,0,419,6,62,350,1,8,0,3,5,0,4,0,1,3,0,3,0,2,1,0,4,1,1,2,0,0,0,0,0,0,981,2469,"Cobb",1,981,980,39.7326852976914,100,39.7326852976914,99.8980632008155,39.6921830700689,57.1865443425076,57.2448979591837,57.1865443425076,22.7217496962333,42.7115188583078,42.7551020408163,42.7115188583078,16.9704333738356,0,0,0
"16","Elizabeth 05",1,0,0,1,0,4,0,1,3,0,1,0,1,0,0,126,4,18,104,0,2,1,0,1,0,626,47,132,445,2,94,4,6,84,0,13,0,1,12,0,2,0,1,1,0,618,47,130,439,2,192,3,23,166,0,241,2,27,209,3,2,0,0,2,0,6,0,0,6,0,2,0,0,2,0,685,14,76,592,3,5,0,2,3,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,1315,2632,"Cobb",1,1313,1311,49.9620060790274,99.8479087452472,49.8860182370821,99.6958174904943,49.8100303951368,47.6770753998477,47.7498093058734,47.6045627376426,23.7841945288754,52.1706016755522,52.2501906941266,52.0912547528517,26.0258358662614,0,0,0
"17","Fullers Park 01",4,0,4,0,0,3,0,0,3,0,0,0,0,0,0,189,2,30,156,1,1,0,0,1,0,666,31,202,429,4,96,8,24,63,1,12,2,1,9,0,4,0,4,0,0,660,31,201,424,4,324,7,49,268,0,281,4,44,233,0,3,0,0,3,0,7,2,1,4,0,4,0,0,4,0,920,25,149,744,2,1,0,1,0,0,2,0,0,2,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1592,3059,"Cobb",1,1590,1586,52.0431513566525,99.8743718592965,51.9777705132396,99.6231155778895,51.8470088264139,41.8867924528302,41.9924337957125,41.8341708542714,21.7718208564891,57.8616352201258,58.0075662042875,57.7889447236181,30.0751879699248,0,0,0
"18","Garrison Mill 01",2,0,0,2,0,3,0,0,3,0,0,0,0,0,0,154,2,16,136,0,6,0,2,4,0,555,39,127,388,1,103,3,8,92,0,13,0,1,12,0,2,0,0,2,0,553,38,126,388,1,208,1,16,191,0,251,4,22,223,2,1,0,0,1,0,10,0,0,10,0,0,0,0,0,0,750,10,65,673,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1308,2495,"Cobb",1,1307,1305,52.4248496993988,99.9235474006116,52.3847695390782,99.7706422018349,52.3046092184369,42.4636572302984,42.5287356321839,42.4311926605505,22.2444889779559,57.3833205814843,57.4712643678161,57.3394495412844,30.060120240481,0,0,0
"19","Gritters 01",1,0,0,1,0,5,0,0,5,0,1,0,0,1,0,234,1,23,209,1,3,1,2,0,0,628,38,128,462,0,113,0,11,102,0,14,0,3,11,0,2,0,0,2,0,618,38,126,454,0,235,10,26,199,0,266,3,24,237,2,6,0,0,6,0,6,0,1,5,0,4,0,1,3,0,887,15,91,778,3,2,0,0,2,0,4,0,1,3,0,4,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1520,3503,"Cobb",1,1517,1515,43.3913788181559,99.8026315789474,43.3057379389095,99.6710526315789,43.2486440194119,41.3974950560316,41.4521452145215,41.3157894736842,17.9274907222381,58.470665787739,58.5478547854785,58.3552631578947,25.3211532971739,0,0,0
"20","Hightower 01",1,0,0,1,0,5,1,1,3,0,1,0,0,1,0,243,5,24,214,0,0,0,0,0,0,830,60,239,531,0,134,7,18,109,0,24,0,3,21,0,2,0,0,2,0,820,59,237,524,0,424,11,56,356,1,353,8,43,302,0,2,0,0,2,0,8,2,1,5,0,5,0,1,4,0,1200,34,148,1017,1,1,0,0,1,0,2,0,0,2,0,2,0,1,1,0,5,1,1,3,0,2,0,1,1,0,2033,3821,"Cobb",1,2032,2030,53.2059670243392,99.9508116084604,53.1797958649568,99.8524348253812,53.1274535461921,40.8464566929134,40.8866995073892,40.8263649778652,21.7220622873593,59.0551181102362,59.1133004926108,59.026069847516,31.4053912588328,0,0,0
"21","Kell 01",1,0,0,1,0,3,0,1,2,0,1,0,1,0,0,96,6,6,84,0,0,0,0,0,0,319,21,45,252,1,95,2,9,84,0,7,0,2,5,0,2,0,1,1,0,315,21,45,248,1,98,0,7,91,0,149,0,7,142,0,4,0,0,4,0,6,0,0,6,0,0,0,0,0,0,459,8,32,419,0,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,781,1799,"Cobb",1,780,778,43.4130072262368,99.8719590268886,43.3574207893274,99.6158770806658,43.2462479155086,40.8974358974359,41.0025706940874,40.8450704225352,17.7320733740967,58.8461538461538,58.9974293059126,58.7708066581306,25.5141745414119,0,0,0
"22","Lassiter 01",1,0,0,1,0,6,0,0,6,0,0,0,0,0,0,217,2,29,186,0,0,0,0,0,0,539,29,120,388,2,135,4,20,111,0,17,1,1,15,0,1,0,0,1,0,530,28,118,382,2,198,8,14,176,0,371,9,36,326,0,3,0,0,3,0,16,0,0,16,0,5,0,0,5,0,971,24,101,846,0,2,0,2,0,0,2,0,0,2,0,3,0,0,3,0,2,1,0,1,0,3,0,1,2,0,1513,3284,"Cobb",1,1511,1510,46.0718635809988,99.8678122934567,46.0109622411693,99.8017184401851,45.9805115712546,35.6717405691595,35.6953642384106,35.6245869134171,16.4129110840438,64.2620780939775,64.3046357615894,64.177131526768,29.5676004872107,0,0,0
"23","Mabry 01",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,119,0,5,114,0,0,0,0,0,0,268,17,43,208,0,102,5,8,89,0,13,0,0,13,0,0,0,0,0,0,265,17,43,205,0,104,2,8,94,0,200,2,22,176,0,2,0,0,2,0,9,0,0,9,0,1,0,0,1,0,552,9,43,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,823,1555,"Cobb",1,820,820,52.9260450160772,99.6354799513973,52.7331189710611,99.6354799513973,52.7331189710611,32.6829268292683,32.6829268292683,32.5637910085055,17.2347266881029,67.3170731707317,67.3170731707317,67.0716889428919,35.4983922829582,0,0,0
"24","Marietta 5A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,106,4,18,84,0,4,0,0,4,0,2,0,1,1,0,0,0,0,0,0,104,4,17,83,0,4,0,1,3,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,16,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,816,"Cobb",1,126,126,15.4411764705882,100,15.4411764705882,100,15.4411764705882,84.1269841269841,84.1269841269841,84.1269841269841,12.9901960784314,15.8730158730159,15.8730158730159,15.8730158730159,2.45098039215686,0,0,0
"25","Marietta 6A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,8,0,1,0,0,1,0,138,9,27,102,0,11,0,3,8,0,1,0,0,1,0,0,0,0,0,0,136,9,27,100,0,16,1,5,10,0,14,0,5,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,55,1,15,39,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,193,749,"Cobb",1,193,193,25.7676902536716,100,25.7676902536716,100,25.7676902536716,71.5025906735751,71.5025906735751,71.5025906735751,18.4245660881175,28.4974093264249,28.4974093264249,28.4974093264249,7.34312416555407,0,0,0
"26","Marietta 6B",0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,130,4,15,111,0,0,0,0,0,0,602,24,152,425,1,48,0,6,42,0,11,0,2,9,0,0,0,0,0,0,591,24,149,417,1,107,1,17,89,0,234,5,42,185,2,4,0,0,4,0,2,0,0,2,0,1,0,0,1,0,543,10,83,448,2,5,0,2,3,0,1,0,0,1,0,2,0,0,2,0,3,0,1,2,0,2,0,1,1,0,1145,2457,"Cobb",1,1145,1145,46.6015466015466,100,46.6015466015466,100,46.6015466015466,52.5764192139738,52.5764192139738,52.5764192139738,24.5014245014245,47.4235807860262,47.4235807860262,47.4235807860262,22.1001221001221,0,0,0
"27","Marietta 7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,6,0,0,0,0,0,0,99,6,34,57,2,7,0,1,6,0,1,0,0,1,0,0,0,0,0,0,98,6,33,57,2,21,0,6,15,0,17,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,14,41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,563,"Cobb",1,154,154,27.5310834813499,99.3548387096774,27.3534635879218,99.3548387096774,27.3534635879218,64.2857142857143,64.2857142857143,63.8709677419355,17.5843694493783,35.7142857142857,35.7142857142857,35.4838709677419,9.76909413854352,0,0,0
"28","McCleskey 01",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,122,0,2,120,0,2,0,0,2,0,312,16,59,236,1,74,1,9,64,0,5,0,0,5,0,0,0,0,0,0,309,16,58,234,1,108,0,11,97,0,155,0,11,144,0,2,0,1,1,0,6,0,0,6,0,1,0,0,1,0,477,1,34,442,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,791,1582,"Cobb",1,789,789,50,99.7471554993679,49.8735777496839,99.7471554993679,49.8735777496839,39.5437262357414,39.5437262357414,39.4437420986094,19.7218710493047,60.4562737642586,60.4562737642586,60.3034134007585,30.1517067003793,0,0,0
"29","Mount Bethel 01",1,0,0,1,0,4,0,0,4,0,0,0,0,0,0,218,0,38,177,3,0,0,0,0,0,818,61,323,433,1,132,6,40,86,0,14,2,4,8,0,1,0,0,1,0,808,60,320,427,1,525,11,113,401,0,330,10,52,268,0,3,1,0,2,0,14,0,0,14,0,5,0,0,5,0,1250,30,248,969,3,2,0,1,1,0,3,1,1,1,0,1,0,0,1,0,4,0,1,3,0,5,0,1,4,0,2071,3754,"Cobb",1,2069,2068,55.167820990943,99.9034282955094,55.1145444858817,99.8551424432641,55.0879062333511,39.5360077332044,39.5551257253385,39.497827136649,21.7900905700586,60.4156597390043,60.4448742746615,60.3573153066152,33.2978156632925,0,0,0
"30","Mount Bethel 03",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,130,0,33,97,0,4,0,3,1,0,636,67,268,299,2,102,2,27,73,0,14,0,3,11,0,1,0,0,1,0,631,67,268,294,2,357,16,114,227,0,222,5,54,163,0,3,1,1,1,0,1,0,0,1,0,2,0,0,2,0,837,24,237,576,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,1478,2849,"Cobb",1,1474,1473,51.8778518778519,99.7293640054127,51.7374517374517,99.6617050067659,51.7023517023517,43.1478968792402,43.1771894093686,43.0311231393775,22.3236223236223,56.7842605156038,56.8228105906314,56.6305818673884,29.3787293787294,0,0,0
"31","Mount Bethel 04",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165,3,42,118,2,1,0,0,1,0,588,58,212,317,1,90,2,28,60,0,8,0,4,4,0,1,0,0,1,0,580,57,210,312,1,383,15,96,272,0,251,3,49,199,0,1,0,0,1,0,8,0,1,6,1,5,0,0,5,0,914,23,220,668,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,0,2,0,0,2,0,1508,2743,"Cobb",1,1503,1502,54.9763033175355,99.6684350132626,54.794021144732,99.6021220159151,54.7575647101713,39.1217564870259,39.1478029294274,38.9920424403183,21.4363835216916,60.8117099135063,60.8521970705726,60.6100795755968,33.3211811884798,0,0,0
"32","Murdock 01",2,0,0,2,0,4,0,1,3,0,1,0,0,1,0,199,2,32,165,0,1,0,1,0,0,741,47,198,494,2,143,0,25,118,0,15,0,1,14,0,3,0,0,3,0,730,47,196,485,2,521,14,73,434,0,318,1,42,275,0,2,0,2,0,0,16,0,0,16,0,4,0,0,4,0,1225,17,177,1031,0,6,0,1,5,0,2,0,0,2,0,1,0,0,1,0,2,0,1,1,0,2,0,0,2,0,1969,3577,"Cobb",1,1969,1966,55.0461280402572,100,55.0461280402572,99.8476383951244,54.9622588761532,37.6333164042661,37.6907426246185,37.6333164042661,20.7156835336874,62.2143219908583,62.3092573753815,62.2143219908583,34.2465753424658,0,0,0
"33","Nicholson 01",1,0,0,1,0,3,0,0,3,0,1,0,0,1,0,124,3,16,105,0,1,0,0,1,0,351,14,57,279,1,97,0,6,91,0,9,2,0,7,0,2,0,0,2,0,345,14,55,275,1,80,4,5,71,0,190,2,9,179,0,1,0,0,1,0,9,1,0,8,0,1,0,0,1,0,517,12,36,469,0,1,0,1,0,0,1,0,0,1,0,3,0,1,2,0,1,0,0,1,0,2,0,0,2,0,871,2176,"Cobb",1,870,868,40.0275735294118,99.8851894374282,39.9816176470588,99.6555683122847,39.8897058823529,40.3448275862069,40.4377880184332,40.2985074626866,16.1305147058824,59.4252873563218,59.5622119815668,59.3570608495982,23.7591911764706,0,0,0
"34","Palmer 01",0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,49,0,11,38,0,0,0,0,0,0,154,3,32,119,0,56,0,6,50,0,10,0,0,10,0,0,0,0,0,0,154,3,32,119,0,50,0,3,47,0,109,6,8,95,0,3,0,0,3,0,1,0,0,1,0,2,0,0,2,0,282,6,29,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,1207,"Cobb",1,436,436,36.122618061309,100,36.122618061309,100,36.122618061309,35.3211009174312,35.3211009174312,35.3211009174312,12.7589063794532,64.6788990825688,64.6788990825688,64.6788990825688,23.3637116818558,0,0,0
"35","Pope 01",1,0,0,1,0,4,0,0,4,0,0,0,0,0,0,193,7,21,163,2,1,0,0,1,0,580,29,164,385,2,101,5,9,87,0,11,1,3,7,0,1,0,0,1,0,574,29,164,379,2,234,9,38,187,0,264,10,28,226,0,1,0,0,1,0,13,0,2,11,0,2,0,0,2,0,828,32,101,693,2,2,0,0,2,0,2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,4,0,0,4,0,1412,2802,"Cobb",1,1409,1408,50.3925767309065,99.7875354107649,50.2855103497502,99.7167138810198,50.2498215560314,41.1639460610362,41.1931818181818,41.0764872521246,20.6995003568879,58.7650816181689,58.8068181818182,58.6402266288952,29.5503211991435,0,0,0
